tenant_id,severity,summary,agent_name,pageKey,test_category,route,recommended_fix,resolved_at,actual_result,details,page,screenshot_url,timestamp,expected_result,status,resolved,id,created_date,updated_date,created_by_id,created_by,is_sample
"","critical","MuseumTenant read operation consistently failing after creation.","Operational Tester","","CRUD Persistence","","This indicates a critical issue with data persistence or immediate data availability after creation. Investigate the database write and read mechanisms, and potential indexing or caching problems.","","Second attempt to read MuseumTenant with ID '6a20c20fe976912caa1da91d' also returned an empty list after successful creation API response.","","","","2026-06-04T00:08:47.439625Z","The newly created MuseumTenant should be successfully retrieved by its ID.","FAIL","false","6a20c214e976912caa1da91e","2026-06-04T00:08:52.910000","2026-06-04T00:08:52.910000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","critical","MuseumTenant read operation failed after creation.","Operational Tester","","CRUD Persistence","","Investigate why the MuseumTenant was not found immediately after creation. It might be a data synchronization issue or a bug in the read function's query parsing.","","Read MuseumTenant with ID '6a20c206e976912caa1da919' returned an empty list.","","","","2026-06-04T00:08:40.152512Z","The created MuseumTenant should be returned by the read operation.","FAIL","false","6a20c20fe976912caa1da91c","2026-06-04T00:08:47.435000","2026-06-04T00:08:47.435000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","low","MuseumTenant creation successful.","Operational Tester","","CRUD Persistence","","","","MuseumTenant with ID '6a20c206e976912caa1da919' and name 'Test Museum Tenant - Operational Tester - 2026-06-04-00-08' was created.","","","","2026-06-04T00:08:38.394963Z","MuseumTenant should be created with the specified details.","PASS","false","6a20c208e976912caa1da91a","2026-06-04T00:08:40.152000","2026-06-04T00:08:40.152000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Vendors Config Sync requires benefit/tier conversion.","Operational Tester","vendors","Vendors Config Sync","/vendors","Move vendor benefits and partnership tiers into PlatformPageConfig cards.","","Hero config foundation exists; benefit cards and tiers remain local arrays.","","Vendors","","2026-05-31T19:20:00+08:00","Vendor intro, categories, benefits, CTAs, and media read published config.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d37578","2026-05-31T15:55:25.730000","2026-05-31T15:55:25.730000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","Analytics Config Sync requires metric label conversion.","Operational Tester","analytics","Analytics Config Sync","/analytics","Move public metric labels and explanatory cards into PlatformPageConfig.","","Hero config foundation exists; charts and KPI cards still use local labels/data.","","Analytics","","2026-05-31T19:20:00+08:00","Visitor-friendly copy, metric cards, impact cards, and labels read published config.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d3757b","2026-05-31T15:55:25.730000","2026-05-31T15:55:25.730000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","Documentation Notes Config Sync requires report-array conversion.","Operational Tester","documentation_notes","Documentation Notes Config Sync","/documentation-notes","Move report sections into PlatformPageConfig sections/cards or a linked published report entity.","","Documentation Notes updated with universal architecture note but remains a local report array.","","Documentation Notes","","2026-05-31T19:20:00+08:00","Reports, timeline notes, testing status, blockers, phase, and completion read published config.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d3757f","2026-05-31T15:55:25.730000","2026-05-31T15:55:25.730000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Platform Config Sync requires distinct public renderer proof.","Operational Tester","platform","Platform Config Sync","/platform","Create platform-specific sections/cards or map existing Home platform view to PlatformPageConfig.","","Platform route now exists and reuses Home component; distinct platform config needs follow-up.","","Platform Overview","","2026-05-31T19:20:00+08:00","Platform overview renders from published PlatformPageConfig.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d3757d","2026-05-31T15:55:25.730000","2026-05-31T15:55:25.730000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","White Label Config Sync requires section/card conversion.","Operational Tester","white_label","White Label Config Sync","/white-label","Move platform features, deployment sites, and process phases into PlatformPageConfig.","","Hero config foundation exists; feature/deployment sections remain local arrays.","","White Label","","2026-05-31T19:20:00+08:00","Deployment copy, segments, pricing placeholders, CTAs, and media read published config.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d3757c","2026-05-31T15:55:25.730000","2026-05-31T15:55:25.730000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Universal Mobile QA requires real mobile/browser verification.","Accessibility Tester","all","Universal Mobile QA","multiple","Run route crawl on mobile viewport and update each record with evidence.","","Not executed in browser; mobile video behavior requires device QA.","","All Public Pages","","2026-05-31T19:20:00+08:00","All routes render on mobile without horizontal scroll, broken media, or inaccessible video motion.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d37582","2026-05-31T15:55:25.730000","2026-05-31T15:55:25.730000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","critical","Universal Media Sync is partial.","Operational Tester","all","Universal Media Sync","multiple","Convert all page section/card/scene media to PlatformPageConfig mediaSlots and remove random/local URL fallbacks.","","Shared hero media does; deeper page/card/scene media still needs full conversion.","","All Public Pages","","2026-05-31T19:20:00+08:00","All page media resolves via PlatformPageConfig media IDs and AOM registry only.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d37580","2026-05-31T15:55:25.730000","2026-05-31T15:55:25.730000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Commerce Config Sync requires category/product conversion.","Operational Tester","commerce","Commerce Config Sync","/commerce","Move commerce categories and product placeholders into PlatformPageConfig cards.","","Hero config foundation exists; categories/products remain local arrays.","","Commerce","","2026-05-31T19:20:00+08:00","Commerce hero, categories, products, marketplace copy, and CTAs read published config.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d3757a","2026-05-31T15:55:25.730000","2026-05-31T15:55:25.730000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","critical","Room Preview Config Sync requires hotspot/media conversion.","Operational Tester","room_preview","Room Preview Config Sync","/room-preview","Map room background, hotspots, and panel CTA actions into PlatformPageConfig.","","Room Preview still uses ExperienceConfig/default room preview config.","","Room Preview","","2026-05-31T19:20:00+08:00","Room background, hotspots, panels, and CTAs read published PlatformPageConfig.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d3757e","2026-05-31T15:55:25.730000","2026-05-31T15:55:25.730000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Vendor Register Config Sync requires form-level conversion.","Operational Tester","vendor_register","Vendor Register Config Sync","/vendors/register","Wire Vendor Register to PlatformPageConfig and map editable form field metadata.","","Universal config exists but Vendor Register page is not yet wired to shared PublicPageHero or form config.","","Vendor Register","","2026-05-31T19:20:00+08:00","Form intro, fields, helper text, success/error copy read published config.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d37579","2026-05-31T15:55:25.730000","2026-05-31T15:55:25.730000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","critical","Universal CTA Sync is partial.","Operational Tester","all","Universal CTA Sync","multiple","Move all page CTAs into ctaSlots and validate route/action conflicts.","","Shared hero CTAs do; local CTAs remain across pages.","","All Public Pages","","2026-05-31T19:20:00+08:00","All CTAs resolve from PlatformPageConfig ctaSlots with deterministic actions.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d37581","2026-05-31T15:55:25.730000","2026-05-31T15:55:25.730000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","critical","Walkthrough Config Sync is not fully converted yet.","Operational Tester","walkthrough","Walkthrough Config Sync","/walkthrough","Map scenes and hotspots into PlatformPageConfig sections/cards/actions before PASS.","","Hero config foundation exists; scene/hotspot content still uses existing experience config/fallbacks.","","Walkthrough","","2026-05-31T19:20:00+08:00","Walkthrough scenes/hotspots/media read published PlatformPageConfig.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d37575","2026-05-31T15:55:25.729000","2026-05-31T15:55:25.729000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Tickets Config Sync requires card-level conversion.","Operational Tester","tickets","Tickets Config Sync","/tickets","Map ticket cards into PlatformPageConfig cards and verify price/card publish proof.","","Hero config foundation exists; ticket cards still use module config/fallback list.","","Tickets","","2026-05-31T19:20:00+08:00","Ticket cards/prices/benefits/CTAs read published config.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d37577","2026-05-31T15:55:25.729000","2026-05-31T15:55:25.729000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Home Config Sync requires admin-public proof.","Operational Tester","home","Home Config Sync","/","Change title/media/CTA in Master Admin, publish, refresh public route, and record evidence.","","Home has dedicated HomeConfig and universal PlatformPageConfig foundation; full browser proof still required.","","Home","","2026-05-31T19:20:00+08:00","Home reads published config and deterministic media slots.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d37573","2026-05-31T15:55:25.729000","2026-05-31T15:55:25.729000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","AI Guide Config Sync requires deeper conversion.","Operational Tester","ai_guide","AI Guide Config Sync","/guide","Move quick prompts, guide name, personality, allowed topics, and fallback copy into PlatformPageConfig.","","Hero config foundation exists; guide behavior still partly uses existing experience config and local quick prompts.","","AI Guide","","2026-05-31T19:20:00+08:00","Guide copy, prompts, avatar, topics, and fallback read published config.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d37576","2026-05-31T15:55:25.729000","2026-05-31T15:55:25.729000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Onboarding Config Sync requires slide-level conversion proof.","Operational Tester","onboarding","Onboarding Config Sync","/onboarding","Convert slides to PlatformPageConfig sections/cards and run publish-refresh test.","","Universal hero config foundation exists; slide-level conversion still requires proof.","","Onboarding","","2026-05-31T19:20:00+08:00","Onboarding hero/slides read published PlatformPageConfig.","MANUAL_QA_REQUIRED","false","6a1c59edb2e5a4ca44d37574","2026-05-31T15:55:25.729000","2026-05-31T15:55:25.729000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Final CTA Media Sync requires visual verification.","Operational Tester","","Admin Home Media Sync","/","Assign final CTA media, publish, and verify only Final CTA changes.","","","Final CTA now resolves from finalCtaSection.backgroundMediaId before legacy fallback.","Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befefa3","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Home Cards Media Sync requires visual verification.","Operational Tester","","Admin Home Media Sync","/","Assign unique media per card, publish, and verify card independence.","","","Visit, ARIA, Stories, and Future cards now prefer nested exact media slots and only use legacy media if nested media is empty.","Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befefa1","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Museum Highlights Section Media Sync requires visual verification.","Operational Tester","","Admin Home Media Sync","/","Assign unique section media, publish, and confirm it appears only behind Museum Highlights.","","","Section background now resolves only from museumHighlightsSection.backgroundMediaId with exact slot validation.","Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befef9e","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Broken Media Fallback requires negative testing.","Operational Tester","","Broken Media Fallback","/","Assign broken media URLs and verify no broken visual state appears.","","","Image/video errors now switch to gradient fallback.","Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befefa7","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Hero Media Sync requires browser verification after deterministic slot wiring.","Operational Tester","","Admin Home Media Sync","/","Assign unique desktop, tablet, mobile, and badge media, publish, refresh public Home, and verify no media leakage.","","","Code now resolves hero media through HomeConfig and exact registry slot assignment; visual autoplay and breakpoint behavior still need manual verification.","Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befef9d","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Museum Highlights Card Media Sync requires visual verification.","Operational Tester","","Admin Home Media Sync","/","Assign unique media per card, publish, and confirm each appears only in its intended card.","","","Guided, ARIA, Stories, and Tickets cards now resolve each card media by exact slot key.","Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befef9f","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Video Autoplay requires browser-device verification.","Operational Tester","","Video Autoplay","/","Test MP4/WEBM hero and section videos on desktop and mobile.","","","MediaBackground forces muted inline playback and falls back when play() fails.","Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befefa5","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","AOM Category Deduplication requires data review.","Operational Tester","","AOM Category Deduplication","/admin/home","Confirm only categoryCode AOM remains active and archive duplicates if present.","","","Media selectors are constrained to AOM; category records still need review for duplicate active categories.","Admin Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befefa4","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","What You Can Do Section Media Sync requires visual verification.","Operational Tester","","Admin Home Media Sync","/","Assign unique media, publish, and verify it does not appear in child cards.","","","The section background now resolves only from whatYouCanDoSection.backgroundMediaId using the exact section slot.","Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befefa0","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Pathways Media Sync requires visual verification.","Operational Tester","","Admin Home Media Sync","/","Assign different media to both sections and verify no cross-section leakage.","","","Schools Partners and Platform Preview now resolve independently through exact slot keys.","Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befefa2","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Reduced Motion Fallback requires accessibility verification.","Accessibility Tester","","Reduced Motion Fallback","/","Enable reduced motion and verify no background video plays.","","","MediaBackground switches video to poster/fallback when reduced motion is active.","Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befefa6","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Mobile Media Rendering requires real device verification.","Visitor Tester","","Mobile Media Rendering","/","Test on mobile viewport/device after assigning unique mobile assets.","","","Mobile media is resolved through exact mobile slot IDs and mobile card video stays disabled unless explicitly allowed.","Home","","2026-05-31T00:00:00.000Z","","MANUAL_QA_REQUIRED","false","6a1c10134dd90fc64befefa8","2026-05-31T10:40:19.094000","2026-05-31T10:40:19.094000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","Video backgrounds are muted, looped, inline, control-free, and reduced-motion aware.","Accessibility Tester","","Dynamic Media Accessibility","/","Enable reduced motion and verify videos do not autoplay and text remains readable over every media assignment.","","","The code disables autoplay video under reduced motion and falls back to poster or gradient. Manual accessibility testing remains required.","Home","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1bf87c68785c72fc8bee82","2026-05-31T08:59:40.648000","2026-05-31T08:59:40.648000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","MasterMediaRegistry and MasterMuseumCategory schemas were added with AOM seeded as default.","Operational Tester","","Master Media Registry","/admin/home","Create image and video presets from admin, refresh the admin page, and confirm records persist in the media library.","","","The registry supports upload/url source types, image/video media types, metadata fields, status, active state, category, sections, and preset metadata. Browser and data persistence proof still required.","Home Admin","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1bf87c68785c72fc8bee7f","2026-05-31T08:59:40.648000","2026-05-31T08:59:40.648000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Admin workflow exists for Upload/URL → Save Preset → Assign → Publish → Public Home render.","Operational Tester","","Media Sync Pipeline","/admin/home","Run the full upload, assign, publish, refresh admin, refresh public Home test and update this record with outcome.","","","Media Sync Report panel documents the deterministic flow. Full admin-public refresh proof still required.","Home Admin","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1bf87c68785c72fc8bee83","2026-05-31T08:59:40.648000","2026-05-31T08:59:40.648000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Public Home resolves media IDs from HomePageConfig through MasterMediaRegistry before rendering.","Visitor Tester","","Home Media Rendering","/","Assign media to hero/card slots, publish, refresh /, and test desktop, tablet, mobile, broken URL, and reduced motion scenarios.","","","Image/video background components include fallback gradient and reduced-motion handling. Manual proof required for uploaded assets, external URLs, broken URLs, and device-specific media.","Home","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1bf87c68785c72fc8bee81","2026-05-31T08:59:40.648000","2026-05-31T08:59:40.648000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","AOM category was seeded and admin category manager can create and set default categories.","Operational Tester","","AOM Category Saving","/admin/home","Confirm AOM appears in the category selector, create another category, set default, and verify filtering still works.","","","AOM exists in seed data and Home media saving defaults to AOM. Manual proof is required for category edit/default behavior.","Home Admin","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1bf87c68785c72fc8bee80","2026-05-31T08:59:40.648000","2026-05-31T08:59:40.648000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","Mobile-first accessibility rules were partially applied to Home and navigation.","Accessibility Tester","","Accessibility QA","/","Run keyboard, screen-reader, contrast, reduced motion, and mobile overflow checks across public pages.","","","Touch target sizes, readable text, dark image overlay, no hover-only mobile dependency, and no public admin link were addressed for Home/nav. Full public accessibility audit still requires execution.","Public Pages","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1be949b95ef2633dd4bcf5","2026-05-31T07:54:49.535000","2026-05-31T07:54:49.535000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","Home is now registered as the root route in code.","Operational Tester","","Home Route Restoration","/","Open /, /onboarding, /home, and /platform in the preview and confirm rendered pages and redirects.","","","Code route check shows / renders Home, /onboarding renders Onboarding, /home redirects to /, and /platform redirects to /. Browser route crawl still needs manual proof.","Home","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1be949b95ef2633dd4bced","2026-05-31T07:54:49.535000","2026-05-31T07:54:49.535000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","Public navigation now uses Home, Start Visit, Walkthrough, Ask ARIA, Tickets, Marketplace, and a More group.","Visitor Tester","","Mobile Navigation QA","/","Test the mobile menu on a phone-width viewport and confirm every route opens correctly.","","","Menu closes on click in code and no public admin links are present. Browser tap testing still needed.","Public Navigation","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1be949b95ef2633dd4bcef","2026-05-31T07:54:49.535000","2026-05-31T07:54:49.535000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","low","Home copy was simplified for first-time visitors using clear museum language.","Visitor Tester","","Public Copy Clarity","/","Ask a first-time user to explain the page purpose and next action within 5 seconds.","","","Removed homepage emphasis on modules, tenants, infrastructure, and control-plane wording. Human clarity review still required.","Home","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1be949b95ef2633dd4bcf1","2026-05-31T07:54:49.535000","2026-05-31T07:54:49.535000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","Onboarding remains separate and reachable at /onboarding.","Accessibility Tester","","Onboarding Mobile QA","/onboarding","Run full onboarding flow at 320px and 390px before marking PASS.","","","Stage cards, CTAs, progress indicator, ARIA intro, interest selection, routes, reduced motion, and overflow still need browser proof.","Onboarding","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1be949b95ef2633dd4bcf3","2026-05-31T07:54:49.535000","2026-05-31T07:54:49.535000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","high","Home uses HomePageConfig and the admin editor supports hero copy, CTA routes, cards, pathways, and image fields.","Operational Tester","","Home Admin Sync","/admin/home","Edit a Home field in /admin/home, save, refresh admin, open /, refresh, and verify the change appears.","","","Admin save invalidates admin and public Home queries. Full edit-save-refresh-public proof still requires browser execution.","Home Admin","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1be949b95ef2633dd4bcf0","2026-05-31T07:54:49.535000","2026-05-31T07:54:49.535000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","Home CTA targets are configured as Start Visit /onboarding, Enter Walkthrough /walkthrough, Ask ARIA /guide, and Platform /white-label.","Operational Tester","","CTA Route QA","/","Click every Home CTA and confirm it reaches the expected route.","","","Routes are present in code, but click-level browser proof is still required.","Home","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1be949b95ef2633dd4bcf4","2026-05-31T07:54:49.535000","2026-05-31T07:54:49.535000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","medium","Home was adjusted for mobile-first copy, stacked CTAs, and readable public text.","Visitor Tester","","Mobile Home QA","/","Run manual mobile viewport QA and record screenshots or notes for each width.","","","Requires viewport checks at 320, 360, 375, 390, 414, 430, and 768 px before PASS can be claimed.","Home","","2026-05-31T00:00:00.000+08:00","","MANUAL_QA_REQUIRED","false","6a1be949b95ef2633dd4bcee","2026-05-31T07:54:49.535000","2026-05-31T07:54:49.535000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
