tenant_id,summary,tenant_name,media_references,historical_significance,image_url,ai_guide_context,description,engagement_count,long_description,title,tags,station_number,related_exhibits,audio_url,narrative_text,category,is_featured,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"6a220da4b282e8b27dbefda9","Tactile Table of Kingdoms is a seeded MOA exhibit for the Asia Operatic Museum demo ecosystem.","Asia Operatic Museum Singapore","[""aom-media-024""]","This exhibit supports the MOA pilot by connecting cultural narrative, digital interpretation, visitor education, and platform readiness.","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","ARIA may explain Tactile Table of Kingdoms using approved museum context and avoid unsupported production claims.","Tactile Table of Kingdoms introduces visitors to cultural story, performance memory, XR interpretation, and learning prompts in a museum-safe way.","94","Tactile Table of Kingdoms connects historical imagination, performance heritage, visitor learning, accessibility, and demo-ready XR storytelling. The record is intentionally marked as seeded demo content and should be replaced or reviewed by curators before production deployment.","Tactile Table of Kingdoms","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""moa"",""demo"",""learning""]","24","[""The Dragon Motif"",""Lanterns and Night Performance"",""Tactile Table of Kingdoms"",""LED Sea of Origins"",""AR Artefact Discovery Wall""]","","Observe Tactile Table of Kingdoms. What does it reveal about courage, memory, leadership, theatre, or cultural identity?","interactive","false","published","6a220da8ceb02abbc46c625e","2026-06-04T23:43:36.785000","2026-06-04T23:43:36.785000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Instruments of the Opera Pit is a seeded MOA exhibit for the Asia Operatic Museum demo ecosystem.","Asia Operatic Museum Singapore","[""aom-media-018""]","This exhibit supports the MOA pilot by connecting cultural narrative, digital interpretation, visitor education, and platform readiness.","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","ARIA may explain Instruments of the Opera Pit using approved museum context and avoid unsupported production claims.","Instruments of the Opera Pit introduces visitors to cultural story, performance memory, XR interpretation, and learning prompts in a museum-safe way.","76","Instruments of the Opera Pit connects historical imagination, performance heritage, visitor learning, accessibility, and demo-ready XR storytelling. The record is intentionally marked as seeded demo content and should be replaced or reviewed by curators before production deployment.","Instruments of the Opera Pit","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""moa"",""demo"",""learning""]","18","[""Opera Masks of Transformation"",""The Red Stage Curtain"",""Instruments of the Opera Pit"",""Costumes as Living Memory"",""The Scholar Warrior Archetype""]","","Observe Instruments of the Opera Pit. What does it reveal about courage, memory, leadership, theatre, or cultural identity?","interactive","false","published","6a220da8ceb02abbc46c6258","2026-06-04T23:43:36.785000","2026-06-04T23:43:36.785000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","VR Palace Trial is a seeded MOA exhibit for the Asia Operatic Museum demo ecosystem.","Asia Operatic Museum Singapore","[""aom-media-027""]","This exhibit supports the MOA pilot by connecting cultural narrative, digital interpretation, visitor education, and platform readiness.","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","ARIA may explain VR Palace Trial using approved museum context and avoid unsupported production claims.","VR Palace Trial introduces visitors to cultural story, performance memory, XR interpretation, and learning prompts in a museum-safe way.","103","VR Palace Trial connects historical imagination, performance heritage, visitor learning, accessibility, and demo-ready XR storytelling. The record is intentionally marked as seeded demo content and should be replaced or reviewed by curators before production deployment.","VR Palace Trial","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""moa"",""demo"",""learning""]","27","[""LED Sea of Origins"",""AR Artefact Discovery Wall"",""VR Palace Trial"",""Children’s Myth Hunt"",""Multilingual Story Guide""]","","Observe VR Palace Trial. What does it reveal about courage, memory, leadership, theatre, or cultural identity?","music_instruments","false","published","6a220da8ceb02abbc46c6261","2026-06-04T23:43:36.785000","2026-06-04T23:43:36.785000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Multilingual Story Guide is a seeded MOA exhibit for the Asia Operatic Museum demo ecosystem.","Asia Operatic Museum Singapore","[""aom-media-029""]","This exhibit supports the MOA pilot by connecting cultural narrative, digital interpretation, visitor education, and platform readiness.","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","ARIA may explain Multilingual Story Guide using approved museum context and avoid unsupported production claims.","Multilingual Story Guide introduces visitors to cultural story, performance memory, XR interpretation, and learning prompts in a museum-safe way.","109","Multilingual Story Guide connects historical imagination, performance heritage, visitor learning, accessibility, and demo-ready XR storytelling. The record is intentionally marked as seeded demo content and should be replaced or reviewed by curators before production deployment.","Multilingual Story Guide","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""moa"",""demo"",""learning""]","29","[""VR Palace Trial"",""Children’s Myth Hunt"",""Multilingual Story Guide"",""Future Museum Command Centre""]","","Observe Multilingual Story Guide. What does it reveal about courage, memory, leadership, theatre, or cultural identity?","cultural_heritage","false","published","6a220da8ceb02abbc46c6263","2026-06-04T23:43:36.785000","2026-06-04T23:43:36.785000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","King Three: Ritual and Memory is a seeded MOA exhibit for the Asia Operatic Museum demo ecosystem.","Asia Operatic Museum Singapore","[""aom-media-009""]","This exhibit supports the MOA pilot by connecting cultural narrative, digital interpretation, visitor education, and platform readiness.","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","ARIA may explain King Three: Ritual and Memory using approved museum context and avoid unsupported production claims.","King Three: Ritual and Memory introduces visitors to cultural story, performance memory, XR interpretation, and learning prompts in a museum-safe way.","49","King Three: Ritual and Memory connects historical imagination, performance heritage, visitor learning, accessibility, and demo-ready XR storytelling. The record is intentionally marked as seeded demo content and should be replaced or reviewed by curators before production deployment.","King Three: Ritual and Memory","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""moa"",""demo"",""xr-story""]","9","[""King One: Wisdom and Rule"",""King Two: Conflict and Strategy"",""King Three: Ritual and Memory"",""King Four: Trade and Power"",""King Five: Legacy and Renewal""]","","Observe King Three: Ritual and Memory. What does it reveal about courage, memory, leadership, theatre, or cultural identity?","music_instruments","false","published","6a220da8ceb02abbc46c624f","2026-06-04T23:43:36.784000","2026-06-04T23:43:36.784000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Mulan’s Family Scroll is a seeded MOA exhibit for the Asia Operatic Museum demo ecosystem.","Asia Operatic Museum Singapore","[""aom-media-014""]","This exhibit supports the MOA pilot by connecting cultural narrative, digital interpretation, visitor education, and platform readiness.","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","ARIA may explain Mulan’s Family Scroll using approved museum context and avoid unsupported production claims.","Mulan’s Family Scroll introduces visitors to cultural story, performance memory, XR interpretation, and learning prompts in a museum-safe way.","64","Mulan’s Family Scroll connects historical imagination, performance heritage, visitor learning, accessibility, and demo-ready XR storytelling. The record is intentionally marked as seeded demo content and should be replaced or reviewed by curators before production deployment.","Mulan’s Family Scroll","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""moa"",""demo"",""xr-story""]","14","[""Mulan: Courage Behind the Mask"",""Mulan’s Armour"",""Mulan’s Family Scroll"",""Mulan’s Battlefield Journey"",""Opera Masks of Transformation""]","","Observe Mulan’s Family Scroll. What does it reveal about courage, memory, leadership, theatre, or cultural identity?","costume_art","false","published","6a220da8ceb02abbc46c6254","2026-06-04T23:43:36.784000","2026-06-04T23:43:36.784000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Mulan’s Battlefield Journey is a seeded MOA exhibit for the Asia Operatic Museum demo ecosystem.","Asia Operatic Museum Singapore","[""aom-media-015""]","This exhibit supports the MOA pilot by connecting cultural narrative, digital interpretation, visitor education, and platform readiness.","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","ARIA may explain Mulan’s Battlefield Journey using approved museum context and avoid unsupported production claims.","Mulan’s Battlefield Journey introduces visitors to cultural story, performance memory, XR interpretation, and learning prompts in a museum-safe way.","67","Mulan’s Battlefield Journey connects historical imagination, performance heritage, visitor learning, accessibility, and demo-ready XR storytelling. The record is intentionally marked as seeded demo content and should be replaced or reviewed by curators before production deployment.","Mulan’s Battlefield Journey","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""moa"",""demo"",""xr-story""]","15","[""Mulan’s Armour"",""Mulan’s Family Scroll"",""Mulan’s Battlefield Journey"",""Opera Masks of Transformation"",""The Red Stage Curtain""]","","Observe Mulan’s Battlefield Journey. What does it reveal about courage, memory, leadership, theatre, or cultural identity?","music_instruments","false","published","6a220da8ceb02abbc46c6255","2026-06-04T23:43:36.784000","2026-06-04T23:43:36.784000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","King One: Wisdom and Rule is a seeded MOA exhibit for the Asia Operatic Museum demo ecosystem.","Asia Operatic Museum Singapore","[""aom-media-007""]","This exhibit supports the MOA pilot by connecting cultural narrative, digital interpretation, visitor education, and platform readiness.","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","ARIA may explain King One: Wisdom and Rule using approved museum context and avoid unsupported production claims.","King One: Wisdom and Rule introduces visitors to cultural story, performance memory, XR interpretation, and learning prompts in a museum-safe way.","43","King One: Wisdom and Rule connects historical imagination, performance heritage, visitor learning, accessibility, and demo-ready XR storytelling. The record is intentionally marked as seeded demo content and should be replaced or reviewed by curators before production deployment.","King One: Wisdom and Rule","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""moa"",""demo"",""xr-story""]","7","[""The First King’s Oath"",""5 Kings: Leadership Through Time"",""King One: Wisdom and Rule"",""King Two: Conflict and Strategy"",""King Three: Ritual and Memory""]","","Observe King One: Wisdom and Rule. What does it reveal about courage, memory, leadership, theatre, or cultural identity?","opera_tradition","true","published","6a220da8ceb02abbc46c624d","2026-06-04T23:43:36.784000","2026-06-04T23:43:36.784000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","King Four: Trade and Power is a seeded MOA exhibit for the Asia Operatic Museum demo ecosystem.","Asia Operatic Museum Singapore","[""aom-media-010""]","This exhibit supports the MOA pilot by connecting cultural narrative, digital interpretation, visitor education, and platform readiness.","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","ARIA may explain King Four: Trade and Power using approved museum context and avoid unsupported production claims.","King Four: Trade and Power introduces visitors to cultural story, performance memory, XR interpretation, and learning prompts in a museum-safe way.","52","King Four: Trade and Power connects historical imagination, performance heritage, visitor learning, accessibility, and demo-ready XR storytelling. The record is intentionally marked as seeded demo content and should be replaced or reviewed by curators before production deployment.","King Four: Trade and Power","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""moa"",""demo"",""xr-story""]","10","[""King Two: Conflict and Strategy"",""King Three: Ritual and Memory"",""King Four: Trade and Power"",""King Five: Legacy and Renewal"",""Mulan: Courage Behind the Mask""]","","Observe King Four: Trade and Power. What does it reveal about courage, memory, leadership, theatre, or cultural identity?","stage_design","false","published","6a220da8ceb02abbc46c6250","2026-06-04T23:43:36.784000","2026-06-04T23:43:36.784000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","King Two: Conflict and Strategy is a seeded MOA exhibit for the Asia Operatic Museum demo ecosystem.","Asia Operatic Museum Singapore","[""aom-media-008""]","This exhibit supports the MOA pilot by connecting cultural narrative, digital interpretation, visitor education, and platform readiness.","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","ARIA may explain King Two: Conflict and Strategy using approved museum context and avoid unsupported production claims.","King Two: Conflict and Strategy introduces visitors to cultural story, performance memory, XR interpretation, and learning prompts in a museum-safe way.","46","King Two: Conflict and Strategy connects historical imagination, performance heritage, visitor learning, accessibility, and demo-ready XR storytelling. The record is intentionally marked as seeded demo content and should be replaced or reviewed by curators before production deployment.","King Two: Conflict and Strategy","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""moa"",""demo"",""xr-story""]","8","[""5 Kings: Leadership Through Time"",""King One: Wisdom and Rule"",""King Two: Conflict and Strategy"",""King Three: Ritual and Memory"",""King Four: Trade and Power""]","","Observe King Two: Conflict and Strategy. What does it reveal about courage, memory, leadership, theatre, or cultural identity?","costume_art","true","published","6a220da8ceb02abbc46c624e","2026-06-04T23:43:36.784000","2026-06-04T23:43:36.784000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
